TextBlob_Analysis Biden Inflation,TextBlob_Analysis Trump Inflation,TextBlob_Analysis Biden Immigration,TextBlob_Analysis Trump Immigration,variable,value
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.27
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.446875
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.45
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.666666667
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.539285714
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.63190673
Neutral,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.1
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.439550265
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.449807359
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.466161034
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.427013379
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.491198537
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.588195489
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.339814815
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.392763158
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.421628542
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.484286694
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.45297619
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.434243661
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.32962963
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.692857143
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.583333333
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.443997609
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.393062493
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.433887486
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.456041667
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.487952689
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.475272087
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.559090909
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.445152116
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.367083333
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.405045258
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.412602814
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.400591139
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.431257631
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.395804149
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.443467412
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.364244764
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.353252841
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.350546386
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.442293093
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.480765447
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.437727681
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.467112644
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.423968254
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.453928926
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.437883397
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.425198413
Negative,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.432072829
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.453005566
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.670407436
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.460416667
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.585314685
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.402083333
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.504599567
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.473439685
Positive,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0.518174603
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.066666667
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.392366947
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.526136364
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.449897455
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.370222833
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.401657648
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.387915085
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.338525499
Negative,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0.375699278
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.434470324
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.44
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.448461538
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.333333333
Positive,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0.482787572
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.304545455
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.404016234
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.456623912
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.373807634
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.46517094
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.346604938
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.336190476
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.419372294
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.388137984
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.173809524
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.341515152
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.237575758
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.436044932
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.305818746
Negative,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.334761905
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.400884354
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.358714286
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.422371795
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.460367063
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.516405728
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.375493612
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.506262626
Positive,NA,Negative,Neutral,Subjectivity:  Biden Inflation,0.42875
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.566330159
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.291666667
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.426296296
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.484299145
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.492943359
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.427570922
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.454924242
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.627705628
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.477721088
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.502249809
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.643333333
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.474074074
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.412626263
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.376923077
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.49399916
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.470383016
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.402520743
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.483314132
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.415036223
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.486458333
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.24
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.584251243
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.480594107
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.525210427
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.399784073
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.551590838
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.521066908
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.418383491
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.56017316
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.347777778
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.675
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.333333333
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.479644152
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.510017637
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.390350877
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.393954248
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.513084416
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.438888889
Positive,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0.451428571
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.472117794
Positive,NA,Negative,Neutral,Subjectivity:  Biden Inflation,0.443204365
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.369653416
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.436012693
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.371
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.46112554100000003
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.35625
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.528493993
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.61
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.425865801
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.468246753
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.414
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.543333333
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.358427784
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.358427784
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.452525253
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.452525253
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.476223776
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.476223776
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.308454545
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.358960137
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.358960137
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.371830065
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.455410602
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.433303571
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.304166667
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.597420635
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.334365079
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.430726092
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.430909091
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.381944444
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.35987346
Negative,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.425520833
Positive,NA,Neutral,Positive,Subjectivity:  Biden Inflation,0.373888889
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.50974026
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.617857143
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.603125
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.389319728
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.387927171
Positive,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.521290545
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.400560606
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.40299814900000003
Negative,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.40299814900000003
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.497979525
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.497979525
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.4725
Positive,NA,Negative,Neutral,Subjectivity:  Biden Inflation,0.411538462
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.944444444
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.425110585
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.425110585
Negative,NA,Positive,Negative,Subjectivity:  Biden Inflation,0.438290909
Negative,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.438290909
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.386538462
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.444607245
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.423662487
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.45182015
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.375940073
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.514714286
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.322432359
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.307359307
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.33093692
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.2776
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.476194517
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.38037037
Neutral,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.482337752
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.474241429
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.450389773
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.486904327
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.34375
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.677272727
Negative,NA,Neutral,Positive,Subjectivity:  Biden Inflation,0.332083333
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.467047754
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.621873016
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.438003989
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.446944444
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.496605597
Positive,NA,Positive,Neutral,Subjectivity:  Biden Inflation,0.412222222
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.472695027
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.447211547
Negative,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.461309524
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.276515152
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.442299784
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.391220238
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.513
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.550034153
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.406087662
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.436309104
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.43
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.458333333
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.42962963
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.251666667
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.326953463
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.552534435
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.438603175
Positive,NA,Neutral,Neutral,Subjectivity:  Biden Inflation,0.416605339
Positive,NA,Neutral,Positive,Subjectivity:  Biden Inflation,0.436263829
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.348990069
Negative,NA,Neutral,Positive,Subjectivity:  Biden Inflation,0.329318182
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.324280303
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.371134454
Neutral,NA,Neutral,Negative,Subjectivity:  Biden Inflation,0.252380952
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.440198413
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.437698413
Negative,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.416855147
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.436731401
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.379643362
Positive,NA,Positive,Positive,Subjectivity:  Biden Inflation,0.433320568
Positive,NA,Negative,Negative,Subjectivity:  Biden Inflation,0.336507319
Positive,NA,Negative,Positive,Subjectivity:  Biden Inflation,0.525905239
